month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
21,Nariño,829.3900000000001,6.721895469949904,0.497,0.708,0.996,70.8,17.6,6.342,9.153,75.55,11.865260240221742,0.0,0.0,597,0.11,0.0272,1,1,602720.0,267288.0,153590.0,334776.0,322110.0,66536.0,1743390.0,1660174.0,3403564.0,502.59375,51.15372129373572,0.9522677083154084,0.4877751674421283,0.5122248325578717,342.0,156.0,50.0,1198.0,766.0,188.0,6.0,38.0,128.0,26354.0,11991.58,1.0,84.0,8.0,46.0,14.0,84.0,6630.0,6930.0,0.0,306.0,256.0,70442.0,2024.0,178.0,8.0,168.0,5712.0,168.0,60.0
22,Nariño,4.84,1.7647307968401358,0.497,0.708,0.996,70.8,17.6,6.342,9.153,75.55,69.1164606474315,0.0,0.0,597,0.07,0.0016,1,1,602720.0,267288.0,153590.0,334776.0,322110.0,66536.0,1743390.0,1660174.0,3403564.0,502.59375,51.15372129373572,0.9522677083154084,0.4877751674421283,0.5122248325578717,342.0,156.0,50.0,1198.0,766.0,188.0,6.0,38.0,128.0,26354.0,11991.58,1.0,84.0,8.0,46.0,14.0,84.0,6630.0,6930.0,0.0,306.0,256.0,70442.0,2024.0,178.0,8.0,168.0,5712.0,168.0,60.0
23,Nariño,65.15,4.191924890560965,0.497,0.708,0.996,70.8,17.6,6.342,9.153,75.55,209.40654289096173,0.0,0.0,597,0.13,0.0356,1,1,602720.0,267288.0,153590.0,334776.0,322110.0,66536.0,1743390.0,1660174.0,3403564.0,502.59375,51.15372129373572,0.9522677083154084,0.4877751674421283,0.5122248325578717,342.0,156.0,50.0,1198.0,766.0,188.0,6.0,38.0,128.0,26354.0,11991.58,1.0,84.0,8.0,46.0,14.0,84.0,6630.0,6930.0,0.0,306.0,256.0,70442.0,2024.0,178.0,8.0,168.0,5712.0,168.0,60.0
24,Nariño,2909.693,7.976146476143575,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,0.6186308394801545,0.0,0.0,480,0.39,0.372,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
25,Nariño,858.982,6.756911458795955,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,9.436140397274102,0.0,0.0,480,0.14,0.0905,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
26,Nariño,478.95399999999995,6.173690265976296,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,4433.501398170529,0.0,0.0,480,0.06,0.001,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
27,Nariño,294.104,5.68732783658424,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,131.91383579383577,0.0,0.0,480,0.14,0.0647,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
28,Nariño,5417.1990000000005,8.597518751390982,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,8.607919989187728,0.0,0.0,480,0.08,0.0017,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
29,Nariño,268.008,5.5947411189365726,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,10.198469906409434,0.0,0.0,480,0.16,0.0641,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
30,Nariño,381.15,5.945813201688893,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,0.5535582682407578,0.0,0.0,480,0.09,0.0121999999999999,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
31,Nariño,98.392,4.599071627526222,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,38.00317808464448,0.0,0.0,480,0.09,0.015,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
32,Nariño,216.51500000000001,5.382267813667968,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,50.58986895382857,0.0,0.0,480,0.15,0.0644,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
33,Nariño,271.432,5.607389041678288,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,12.17300585155528,0.0,0.0,480,0.15,0.0693,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
34,Nariño,215.098,5.375732008495464,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,69.59137211075956,0.0,0.0,480,0.06,0.0004,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
35,Nariño,2137.388,7.667807553136686,0.495,0.712,0.994,71.9,17.1,6.426,9.191,75.86,210.8416574231923,0.0,0.0,480,0.15,0.065,1,1,625560.0,347130.0,157178.0,286116.0,270958.0,66536.0,1754894.0,1690996.0,3445890.0,502.59375,51.78985812191896,0.9635886839888904,0.4907283749626366,0.5092716250373633,342.0,156.0,50.0,1198.0,766.0,226.0,4.0,34.0,478.0,34570.0,5149.28,1.0,24.0,2.0,24.0,16.0,120.0,4404.0,6280.0,0.0,434.0,112.0,73782.0,1000.0,180.0,2.0,116.0,2634.0,68.0,46.0
36,Nariño,101.333,4.628232201584792,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,0.6388338602037231,1.0,0.0099009900990099,448,0.06,0.0031,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
37,Nariño,506.10299999999995,6.2287141387763745,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,9.825145212424571,1.0,0.0099009900990099,448,0.06,0.0204,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
38,Nariño,4486.51,8.409053261206308,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,4466.926110242192,1.0,0.0099009900990099,448,0.1,0.0101,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
39,Nariño,2632.548,7.876087265451853,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,132.5466563066563,1.0,0.0099009900990099,448,0.05,0.0002,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
40,Nariño,787.809,6.670524212959643,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,8.823962697661846,1.0,0.0099009900990099,448,0.11,0.0189,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
41,Nariño,3649.108,8.202512035179886,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,10.41406865217177,1.0,0.0099009900990099,448,0.1,0.0275,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
42,Nariño,1474.504,7.296754905324762,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,0.5838973970523018,1.0,0.0099009900990099,448,0.21,0.1669999999999999,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
43,Nariño,4353.469,8.37895795303523,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,39.17739083726863,1.0,0.0099009900990099,448,0.24,0.293,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
44,Nariño,2974.154,7.998051081345866,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,50.88442978064541,1.0,0.0099009900990099,448,0.25,0.2269999999999999,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
45,Nariño,2395.766,7.78187560764151,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,12.48075146288882,1.0,0.0099009900990099,448,0.1,0.0347,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
46,Nariño,7100.619,8.86807806520395,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,70.06628357408763,1.0,0.0099009900990099,448,0.12,0.0278,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
47,Nariño,3345.495,8.115668808441269,0.494,0.715,0.995,73.1,16.5,6.426,9.223,76.17,212.27677195542287,1.0,0.0099009900990099,448,0.08,0.0089,1,1,646250.0,381762.0,155784.0,320014.0,304260.0,66536.0,1766484.0,1721972.0,3488456.0,502.59375,52.42960201995912,0.9748019229158034,0.493620100124525,0.506379899875475,342.0,156.0,50.0,1198.0,766.0,150.0,0.0,32.0,374.0,59510.0,3842.8,1.0,6.0,12.0,10.0,2.0,14.0,1486.0,5912.0,0.0,324.0,54.0,55772.0,630.0,128.0,14.0,44.0,698.0,42.0,16.0
48,Nariño,5481.169,8.609256104552456,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,0.6590368809272918,4.0,0.0287769784172661,451,0.06,0.0026,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
49,Nariño,5564.429,8.624329349687232,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,10.21415002757504,4.0,0.0287769784172661,451,0.39,0.476,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
50,Nariño,6430.521,8.768966336692635,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,4500.350822313853,4.0,0.0287769784172661,451,0.08,0.0161,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
51,Nariño,6990.472,8.852446399609837,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,133.1794768194768,4.0,0.0287769784172661,451,0.07,0.0023,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
52,Nariño,21562.736,9.978768293870019,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,9.040005406135965,4.0,0.0287769784172661,451,0.14,0.0496,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
53,Nariño,5966.662,8.694110504891013,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,10.629667397934105,4.0,0.0287769784172661,451,0.13,0.0486,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
54,Nariño,12500.765,9.433625113322611,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,0.6142365258638456,4.0,0.0287769784172661,451,0.16,0.1169999999999999,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
55,Nariño,18678.2,9.835165884313287,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,40.3516035898928,4.0,0.0287769784172661,451,0.15,0.0582,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
56,Nariño,11304.899,9.333079903885587,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,51.17899060746226,4.0,0.0287769784172661,451,0.09,0.0143,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
57,Nariño,1953.605,7.57794340596961,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,12.78849707422236,4.0,0.0287769784172661,451,0.14,0.0474,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
58,Nariño,10269.118,9.236993792632644,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,70.54119503741572,4.0,0.0287769784172661,451,0.09,0.0212,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
59,Nariño,5674.253000000001,8.643870422853675,0.492,0.719,0.995,74.3,15.9,6.565,9.234,76.38,213.71188648765343,4.0,0.0287769784172661,451,0.06,0.0006,1,1,681782.0,394108.0,178794.0,341048.0,319830.0,66536.0,1778660.0,1753152.0,3531812.0,502.59375,53.08121918961164,0.9856588667873568,0.4963888225081063,0.5036111774918937,342.0,156.0,50.0,1198.0,766.0,56.0,0.0,8.0,348.0,85254.0,5924.08,1.0,6.0,2.0,0.0,0.0,0.0,684.0,5518.0,0.0,240.0,52.0,27118.0,382.0,108.0,4.0,20.0,354.0,22.0,10.0
60,Nariño,11745.34,9.371296981687715,0.491,0.721,0.994,75.5,15.4,6.678,9.227,76.56,0.6792399016508606,3.0,0.0288461538461538,544,0.12,0.0273,1,1,729228.0,423872.0,204328.0,365834.0,346722.0,66536.0,1790794.0,1784296.0,3575090.0,502.59375,53.73166406156066,0.9963714419413958,0.4990912116897756,0.5009087883102243,342.0,156.0,50.0,1198.0,766.0,22.0,0.0,0.0,396.0,91466.0,38244.82,1.0,12.0,4.0,4.0,0.0,0.0,180.0,8166.0,1550.0,246.0,128.0,40854.0,700.0,130.0,2.0,36.0,354.0,16.0,4.0
61,Nariño,11396.152,9.341118778609829,0.491,0.721,0.994,75.5,15.4,6.678,9.227,76.56,10.60315484272551,3.0,0.0288461538461538,544,0.06,0.0023,1,1,729228.0,423872.0,204328.0,365834.0,346722.0,66536.0,1790794.0,1784296.0,3575090.0,502.59375,53.73166406156066,0.9963714419413958,0.4990912116897756,0.5009087883102243,342.0,156.0,50.0,1198.0,766.0,22.0,0.0,0.0,396.0,91466.0,38244.82,1.0,12.0,4.0,4.0,0.0,0.0,180.0,8166.0,1550.0,246.0,128.0,40854.0,700.0,130.0,2.0,36.0,354.0,16.0,4.0
62,Nariño,13379.042000000001,9.501519472690745,0.491,0.721,0.994,75.5,15.4,6.678,9.227,76.56,4533.775534385516,3.0,0.0288461538461538,544,0.16,0.0382,1,1,729228.0,423872.0,204328.0,365834.0,346722.0,66536.0,1790794.0,1784296.0,3575090.0,502.59375,53.73166406156066,0.9963714419413958,0.4990912116897756,0.5009087883102243,342.0,156.0,50.0,1198.0,766.0,22.0,0.0,0.0,396.0,91466.0,38244.82,1.0,12.0,4.0,4.0,0.0,0.0,180.0,8166.0,1550.0,246.0,128.0,40854.0,700.0,130.0,2.0,36.0,354.0,16.0,4.0
63,Nariño,12130.458,9.403557192571466,0.491,0.721,0.994,75.5,15.4,6.678,9.227,76.56,133.81229733229733,3.0,0.0288461538461538,544,0.05,0.001,1,1,729228.0,423872.0,204328.0,365834.0,346722.0,66536.0,1790794.0,1784296.0,3575090.0,502.59375,53.73166406156066,0.9963714419413958,0.4990912116897756,0.5009087883102243,342.0,156.0,50.0,1198.0,766.0,22.0,0.0,0.0,396.0,91466.0,38244.82,1.0,12.0,4.0,4.0,0.0,0.0,180.0,8166.0,1550.0,246.0,128.0,40854.0,700.0,130.0,2.0,36.0,354.0,16.0,4.0
64,Nariño,16375.952000000001,9.70363025950584,0.491,0.721,0.994,75.5,15.4,6.678,9.227,76.56,9.256048114610085,3.0,0.0288461538461538,544,0.05,0.0002,1,1,729228.0,423872.0,204328.0,365834.0,346722.0,66536.0,1790794.0,1784296.0,3575090.0,502.59375,53.73166406156066,0.9963714419413958,0.4990912116897756,0.5009087883102243,342.0,156.0,50.0,1198.0,766.0,22.0,0.0,0.0,396.0,91466.0,38244.82,1.0,12.0,4.0,4.0,0.0,0.0,180.0,8166.0,1550.0,246.0,128.0,40854.0,700.0,130.0,2.0,36.0,354.0,16.0,4.0
